class_one,class_two,class_three,Job_name,job_company,low_salary,job_release_time,0,job_edu,job_area,job_welfare,second_time,,
技术,后端开发,.NET,.NET 开发工程师,众时科技,8,2017/11/8 12:26,3, 大专,广州,"“领导亲和,弹性工作,晋升快,每年调薪”",1510115160,,
技术,后端开发,.NET,.NET开发工程师-上海-00311,领健信息,12,2017/11/8 9:45,1, 本科,上海,“晋升空间大 团队好 产品牛”,1510105500,,
技术,后端开发,.NET,.net软件工程师,格林豪泰,10,2017/11/7 0:00,1, 本科,上海,“13-15薪；餐补；提供住宿；五险一金；”,1509984000,,
技术,后端开发,.NET,.NET,生意专家,18,2017/11/8 20:50,0, 本科,上海,“亲历从30万用户到1000万用户的发展”,1510145400,,
技术,后端开发,.NET,.NET开发工程师,上海青客,15,2017/11/8 11:12,3, 本科,上海,“加班奖励，年终奖”,1510110720,,
技术,后端开发,.NET,.NET,浙江远图互联科技股份有限公司,10,2017/11/8 10:54,1, 本科,武汉,“智慧医疗”,1510109640,,
技术,后端开发,.NET,.net工程师,天方达健信科技,8,2017/11/8 10:16,1, 大专,深圳,"“周末双休,五险一金,年终奖金,员工旅游”",1510107360,,
技术,后端开发,.NET,.NET开发工程师,蓝盾信息安全技术股份有限公司,8,2017/11/7 0:00,3, 不限,广州,“完善的福利、培训、晋升机制、加班补贴”,1509984000,,
技术,后端开发,.NET,.NET工程师,绿晶信息科技,6,2017/11/7 0:00,1, 大专,广州,"“双休,餐费补贴,员工旅行,年终奖金”",1509984000,,
技术,后端开发,.NET,.NET研发技术工程师,知网,4,2017/11/7 0:00,0, 本科,上海,“周末双休 带薪年假 五险一金 年终双薪”,1509984000,,
技术,后端开发,Java,高级java开发工程师/专家/高级专家,蚂蚁金服集团,20,2017/10/30 0:00,0, 本科,成都,"“牛人,高薪,机会,挑战”",1509292800,,
技术,后端开发,Java,JAVA开发工程师,贝米钱包,15,2017/11/8 16:34,0, 本科,上海,"“商业保险,年度旅游,带薪年病假,弹性上班制”",1510130040,,
技术,后端开发,Java,Java开发工程师,拉勾网,15,2017/11/8 10:26,3, 本科,北京,“技术挑战与个人成长空间”,1510107960,,
技术,后端开发,Java,JAVA,曙奇互娱,13,2017/11/8 15:19,3, 本科,上海,"“五险一金,年底双薪,定期旅游,定期体检”",1510125540,,
技术,后端开发,Java,Java开发,泛微,13,2017/11/8 10:46,1, 本科,上海,“美味三餐下午茶，半年调薪，境外旅游”,1510109160,,
技术,后端开发,Java,Java开发工程师,中金支付有限公司,10,2017/11/2 0:00,1, 本科,北京,“绩效奖金 带薪年假 免费体检 补充医疗”,1509552000,,
技术,后端开发,Java,Java开发,灿福科技,12,2017/11/8 18:36,3, 本科,上海,"“技术控,领导幽默,年轻小伙伴,福利多多”",1510137360,,
技术,后端开发,Java,java开发工程师,小米,18,2017/11/8 18:02,3, 本科,北京,"“餐补班车,期权激励,年终奖金,补充医疗”",1510135320,,
技术,后端开发,Java,Java研发,上海宏鹿信息技术服务有限公司,15,2017/11/8 18:56,3, 本科,上海,"“发展空间大,年终奖”",1510138560,,
技术,后端开发,Java,Java开发工程师,有鱼金融科技,16,2017/11/8 8:57,3, 本科,上海,“技术大牛、扁平化管理、高速发展互联网公司”,1510102620,,
技术,后端开发,Java,java开发工程师,尚德机构,15,2017/11/8 13:30,3, 本科,武汉,“团队氛围好 发展空间大”,1510119000,,
技术,后端开发,Java,Java开发工程师,CLPS,14,2017/11/8 17:14,3, 本科,广州,“金融项目”,1510132440,,
技术,后端开发,Java,Java工程师,洋钱罐,10,2017/11/8 17:39,1, 硕士,北京,"“技术分享,年底双薪,技术驱动,氛围轻松”",1510133940,,
技术,后端开发,Java,Java研发工程师,51社保网,12,2017/11/8 15:57,3, 本科,北京,"“互联网大咖,七险一金,地铁周边,团建丰富”",1510127820,,
技术,后端开发,Java,Java开发,文思海辉,10,2017/11/8 15:29,3, 大专,杭州,"“大平台,六险一金,晋升空间大,学习机会多”",1510126140,,
技术,后端开发,Java,Java工程师,拉勾网,15,2017/11/6 0:00,3, 本科,北京,“快速发展的业务和足够的技术挑战”,1509897600,,
技术,后端开发,Java,Java,泛微,12,2017/11/8 10:46,3, 大专,上海,“半年调薪 福利待遇佳 境外旅游 包四餐”,1510109160,,
技术,后端开发,Java,JAVA开发工程师,尚德机构,15,2017/11/8 11:38,1, 本科,武汉,“向上空间”,1510112280,,
技术,后端开发,Java,Java工程师,洋钱罐,10,2017/11/8 17:37,1, 本科,北京,"“互金独角兽,技术驱动,工作氛围好,弹性工作制”",1510133820,,
技术,后端开发,Java,JAVA开发工程师,文思海辉,15,2017/11/8 14:28,5, 本科,北京,"“六险一金,带薪年假,周末双休,公司氛围好”",1510122480,,
技术,后端开发,Java,Java,壹米滴答,15,2017/11/8 8:38,5, 大专,上海,“新平台 新机遇 新挑战”,1510101480,,
技术,后端开发,Java,Java开发工程师,链家上海研发中心,14,2017/11/7 0:00,3, 本科,上海,“大平台 新项目 成长多”,1509984000,,
技术,后端开发,Java,JAVA工程师,桔子分期,8,2017/11/8 18:24,3, 本科,大连,"“五险一金,发展空间,扁平管理,弹性工作”",1510136640,,
技术,后端开发,Java,Java开发工程师,上海你我贷互联网金融信息服务,18,2017/11/8 16:09,3, 本科,上海,"“大牛云集,互联网金融,分布式开发,美女众多”",1510128540,,
技术,后端开发,Java,JAVA工程师,51社保网,18,2017/11/8 15:57,5, 本科,北京,"“技术大咖,弹性工作,地铁周边,七险一金”",1510127820,,
技术,后端开发,Java,Java,乐天创研,21,2017/11/8 9:26,3, 本科,上海,“出国培训，跨境电商，不加班，14薪”,1510104360,,
技术,后端开发,Java,Java工程师,ENJOY,15,2017/11/8 15:04,1, 本科,北京,"“弹性上班,零食无限,带薪年假,美女如云”",1510124640,,
技术,后端开发,Java,Java开发工程师,趣丸,8,2017/11/8 14:10,1, 本科,广州,"“发展空间大,技术氛围好,大牛多,福利好”",1510121400,,
技术,后端开发,Java,java开发工程师,京东商城,15,2017/11/8 14:01,3, 本科,北京,"“java,统招本科”",1510120860,,
技术,后端开发,Java,JAVA,大众出行,15,2017/11/8 11:39,3, 本科,上海,"“五险一金,自由工时制,绩效奖金,公司午餐”",1510112340,,
技术,后端开发,Java,Java工程师,拉勾网,15,2017/11/6 0:00,5, 本科,北京,“技术挑战、工作居住证、美味果盘、运动健身”,1509897600,,
技术,后端开发,Java,java开发,泛微,12,2017/11/8 10:46,1, 本科,上海,“年终奖一年加薪两次绩效奖金一日四餐”,1510109160,,
技术,后端开发,Java,JAVA开发工程师,尚德机构,10,2017/11/8 14:32,3, 本科,北京,"“准上市公司,五险一金”",1510122720,,
技术,后端开发,Java,Java开发工程师,51社保网,18,2017/11/8 15:57,5, 本科,北京,"“互联网大咖,地铁周边,七险一金,团建丰富”",1510127820,,
技术,后端开发,Java,Java开发工程师,乐天创研,10,2017/11/8 9:26,3, 本科,大连,"“跨境电商,和谐稳定,出国培训,不加班”",1510104360,,
技术,后端开发,Java,Java开发工程师,链家上海研发中心,15,2017/11/7 0:00,3, 本科,上海,“万亿级O2O平台 一年两次调薪 季度奖金”,1509984000,,
技术,后端开发,Java,Java开发工程师,开科唯识,7,2017/11/8 11:18,1, 本科,佛山,"“五险一金,金融项目,弹性工作,晋升空间”",1510111080,,
技术,后端开发,Java,Java,浙江执御信息技术有限公司,15,2017/11/8 9:11,3, 大专,杭州,"“扁平化管理,年终奖金,带薪休假,旅游活动”",1510103460,,
技术,后端开发,Java,Java开发,有鱼金融科技,15,2017/11/8 9:07,3, 本科,上海,“无限发挥空间，快来跟牛逼的团队一起战斗！”,1510103220,,
技术,后端开发,Java,Java,壹米滴答,15,2017/11/8 8:38,3, 本科,上海,“福利待遇好、员工旅游、交社保”,1510101480,,
技术,后端开发,Java,java开发工程师,金证股份,7,2017/11/8 14:40,3, 本科,上海,"“假期多,加班少,环境好,旅游”",1510123200,,
技术,后端开发,Java,Java开发工程师,趣丸,8,2017/11/8 14:14,1, 本科,广州,"“发展空间大,技术氛围好,大牛多,福利好”",1510121640,,
技术,后端开发,Java,Java开发工程师,江苏亿科达,10,2017/11/8 9:41,3, 大专,上海,"“五险一金,年终奖,体检旅游,过节费”",1510105260,,
技术,后端开发,Java,Java开发工程师,zilliz,15,2017/11/8 9:17,3, 本科,上海,"“丰厚期权,行业高薪,前沿技术,精英团队”",1510103820,,
技术,后端开发,Java,Java开发工程师,360,15,2017/10/18 0:00,3, 本科,北京,“团队专业，福利好，有班车，管三餐”,1508256000,,
技术,后端开发,Ruby,ruby开发工程师,360企业安全,15,2017/11/8 17:41,3, 不限,北京,“五险一金，弹性工作，餐饮补贴，节日福利”,1510134060,,
技术,后端开发,Ruby,Ruby开发工程师,Udesk－企业级智能客服平台,10,2017/11/8 13:35,1, 本科,北京,"“技术牛逼,晋升机会多,待遇好,团队氛围好”",1510119300,,
技术,后端开发,Ruby,Ruby 开发,新希望软件,9,2017/11/8 13:37,1, 本科,宁波,“升值空间，出国机会，认真踏实做事”,1510119420,,
技术,后端开发,Ruby,Ruby,北京盛安德,10,2017/11/8 17:37,3, 本科,苏州,“弹性工作不打卡；专业Ruby开发团队”,1510133820,,
技术,后端开发,Ruby,Ruby开发工程师,新氧盒子,20,2017/11/8 9:37,1, 本科,北京,"“年底多薪,带薪旅游,下午茶,晋升空间大”",1510105020,,
技术,后端开发,Ruby,Ruby,中电博亚,15,2017/11/8 10:18,3, 本科,杭州,"“五险一金,双休+年假,丰厚年终,零食+旅游”",1510107480,,
技术,后端开发,Ruby,Ruby开发工程师,tap4fun,15,2017/11/8 9:44,0, 本科,成都,“六险一金”,1510105440,,
技术,后端开发,Ruby,Ruby开发工程师,机智云,8,2017/11/8 11:02,1, 大专,广州,“五险一金 定期体检 国内外旅游 交通补贴”,1510110120,,
技术,后端开发,Ruby,Ruby 工程师,无二之旅,12,2017/11/8 10:57,0, 本科,北京,"“午餐晚餐,rMPB,人体工学椅”",1510109820,,
技术,后端开发,Ruby,高级ruby开发工程师,掌门集团,15,2017/11/8 10:23,3, 本科,上海,"“福利好,氛围好,前景佳”",1510107780,,
技术,后端开发,Ruby,Ruby 工程师,Strikingly,15,2017/11/8 11:10,0, 不限,上海,“产品导向 国际化团队 营养三餐 各种福利”,1510110600,,
技术,后端开发,Ruby,Ruby开发工程师,金山办公软件,15,2017/11/6 0:00,0, 大专,珠海,"“团队旅游,自助三餐,补充医疗,年终奖”",1509897600,,
技术,后端开发,Ruby,Ruby 开发工程师,智慧工场,9,2017/11/6 0:00,1, 大专,成都,"“年轻团队,成长空间大,重视能力,六险一金”",1509897600,,
技术,后端开发,Ruby,资深Ruby工程师,英语流利说,20,2017/11/6 0:00,3, 本科,上海,“硅谷氛围 mac办公 私厨三餐”,1509897600,,
技术,后端开发,Ruby,Ruby开发工程师,脚印数据,15,2017/11/6 0:00,3, 大专,深圳,"“大牛教做人,队员傻兮兮,队员乐呵呵,当家做主人”",1509897600,,
技术,后端开发,Ruby,Ruby,北京盛安德,10,2017/11/8 17:37,3, 本科,武汉,“弹性工作不打卡；Ruby专业团队；”,1510133820,,
技术,后端开发,Ruby,Ruby,Udesk－企业级智能客服平台,10,2017/11/8 9:17,1, 本科,北京,“高成长企业，团队强悍，待遇丰厚”,1510103820,,
技术,后端开发,Ruby,Ruby 工程师,掌门集团,15,2017/11/6 0:00,3, 本科,上海,"“大流量,React”",1509897600,,
技术,后端开发,Ruby,Ruby 工程师,悠安致,10,2017/11/7 0:00,1, 本科,上海,"“大牛团队,医疗背景,提升技能,技术气氛”",1509984000,,
技术,后端开发,Ruby,Ruby工程师,英语流利说,15,2017/11/6 0:00,0, 本科,上海,"“N+1奖金,硅谷系,私厨三餐,顶尖团队”",1509897600,,
技术,后端开发,Ruby,Ruby工程师,磁土科技,12,2017/11/6 0:00,3, 不限,北京,"“高效团队,追求全栈,项目前景好,超棒福利”",1509897600,,
技术,后端开发,Ruby,Ruby 工程师,金数据,12,2017/11/8 11:30,3, 不限,西安,"“年底双薪，高配电脑, 有爱团队，福利多多”",1510111800,,
技术,后端开发,Ruby,Ruby开发工程师,LinkFace,12,2017/11/3 0:00,1, 本科,北京,"“待遇优厚,前景广阔,成长迅速,团队活跃”",1509638400,,
技术,后端开发,Ruby,Ruby工程师,INK 银客集团,18,2017/11/6 0:00,5, 本科,北京,"“七险一金,大项目,牛人团队,16薪考核”",1509897600,,
技术,后端开发,Ruby,Ruby,一闪,15,2017/11/8 12:59,0, 不限,北京,“MacBook Pro，23寸显示器”,1510117140,,
技术,后端开发,Ruby,Ruby工程师,薄荷,15,2017/11/7 0:00,1, 本科,上海,“美女如云”,1509984000,,
技术,后端开发,Ruby,Java/Ruby/C# 应用软件开发工程师,ThoughtWorks,9,2017/11/8 11:06,1, 不限,西安,"“五险一金,出国机会,年底双薪,扁平管理”",1510110360,,
技术,后端开发,Ruby,Ruby开发工程师,友好速搭,10,2017/10/26 0:00,1, 不限,深圳,“来与半年估值翻60倍的刀锋团队，躺着赚钱”,1508947200,,
技术,后端开发,Ruby,资深 Ruby 工程师,无二之旅,18,2017/11/8 10:57,0, 不限,北京,"“午餐晚餐,rMPB,年假补贴”",1510109820,,
技术,后端开发,Ruby,Ruby工程师,盖娅互娱,10,2017/11/8 10:33,0, 不限,北京,“上市公司；弹性办公；扁平化管理”,1510108380,,
技术,后端开发,Ruby,Ruby,北京盛安德,15,2017/11/8 17:37,5, 本科,上海,“团队负责人；分公司经理人”,1510133820,,
技术,后端开发,Ruby,ruby初级工程师,Udesk－企业级智能客服平台,5,2017/11/8 13:35,1, 本科,北京,"“老人带,发展空间大,团队牛,技术牛”",1510119300,,
技术,后端开发,Ruby,软件开发工程师（ruby）,INK 银客集团,15,2017/11/6 0:00,3, 本科,北京,"“七险一金,弹性工作,16薪考核,牛人团队”",1509897600,,
技术,后端开发,Ruby,资深Ruby工程师,简书,20,2017/11/8 10:31,5, 本科,上海,"“Mac办公,大牛团队,福利多多,年终奖金”",1510108260,,
技术,后端开发,Ruby,Ruby工程师,GrowingIO,25,2017/11/7 0:00,1, 本科,北京,“牛人共事 期权激励 硅谷文化 扁平管理”,1509984000,,
技术,后端开发,Ruby,Ruby/Rails开发工程师,爱燃烧,10,2017/11/8 10:10,1, 不限,上海,“标配苹果、轻松氛围、扁平化管理、弹性工作”,1510107000,,
技术,后端开发,Ruby,初级Ruby工程师,盖娅互娱,7,2017/11/8 10:33,0, 不限,北京,“上市公司；弹性办公；扁平化管理”,1510108380,,
技术,后端开发,Ruby,Ruby,SenseTime,18,2017/11/6 0:00,1, 本科,北京,"“技术大牛,行业前景”",1509897600,,
技术,后端开发,Ruby,Ruby工程师-平台架构方向,大鱼自助游,15,2017/11/6 0:00,3, 本科,北京,"“全额公积金,多薪制,半年调薪,大厨做饭”",1509897600,,
技术,后端开发,Ruby,Ruby开发工程师,两把刷子,15,2017/10/21 0:00,0, 大专,北京,“靠谱的团队靠谱的项目需要靠谱的你”,1508515200,,
技术,后端开发,Ruby,Ruby,Kdan Mobile,9,2017/10/31 0:00,1, 本科,长沙,“本公司制度健全、福利完善、期待你的加入。”,1509379200,,
技术,后端开发,Ruby,Ruby高级工程师,一闪,25,2017/11/8 12:59,0, 不限,北京,"“成长快,扁平化管理,氛围轻松”",1510117140,,
技术,后端开发,Ruby,Ruby开发工程师,土拨鼠,5,2017/11/8 10:01,1, 本科,南京,“五险一金、周末双休、项目奖金”,1510106460,,
技术,后端开发,Ruby,Ruby开发工程师,国翰能源,4,2017/11/6 0:00,1, 大专,重庆,"“五险,公积金,双休”",1509897600,,
技术,后端开发,Ruby,初中级Ruby开发工程师,爱乐奇,10,2017/10/20 0:00,1, 本科,上海,"“团队氛围好,技术氛围浓,公司前景佳”",1508428800,,
技术,后端开发,Ruby,Ruby,北京盛安德,10,2017/11/8 17:37,3, 本科,武汉,“弹性工作不打卡；专业Ruby开发团队”,1510133820,,
技术,后端开发,Ruby,Ruby助理工程师,Udesk－企业级智能客服平台,8,2017/11/8 9:17,0, 本科,北京,“团队强悍、成长快”,1510103820,,
技术,后端开发,Ruby,Ruby工程师(初级),大鱼自助游,10,2017/11/6 0:00,1, 本科,北京,"“技术氛围浓,半年调薪,多薪制,免费午餐”",1509897600,,
技术,后端开发,Ruby,高级Ruby开发工程师,爱乐奇,15,2017/10/20 0:00,5, 本科,上海,"“团队氛围好,技术氛围浓,公司前景佳”",1508428800,,
技术,后端开发,Ruby,Ruby 中高级工程师 / 全栈工程师,磁土科技,12,2017/11/6 0:00,3, 不限,北京,“高效率，全栈团队！午晚餐免费房补15天年假”,1509897600,,
技术,后端开发,Ruby,Ruby开发工程师,飞诊,10,2017/11/8 15:36,1, 本科,上海,“带薪假 员工旅游 期权 学习型团队 产品驱动”,1510126560,,
技术,后端开发,Ruby,资深Java web/Ruby开发,FreeWheel,20,2017/10/31 0:00,3, 本科,北京,"“美资互联网,英文环境,技术导向”",1509379200,,
技术,后端开发,Ruby,Ruby后端开发工程师,致维网络,10,2017/11/8 9:36,3, 本科,上海,"“五险一金,弹性工作,员工旅游,绩效奖金”",1510104960,,
技术,后端开发,Ruby,Ruby研发工程师,Lankr,10,2017/11/6 0:00,1, 不限,上海,“医药电商 团队超过5年合作历史”,1509897600,,
技术,后端开发,Ruby,Ruby 开发工程师 （5人）,MDPI,8,2017/11/6 0:00,1, 本科,武汉,“五险一金、年底双薪、节日福利、带薪年假”,1509897600,,
技术,后端开发,Ruby,Ruby 工程师,多点科技,15,2017/11/8 9:32,3, 本科,北京,"“上市公司,诱人薪酬,福利优厚,弹性时间”",1510104720,,
技术,后端开发,Ruby,Ruby工程师,Dunkhome当客,12,2017/10/19 0:00,1, 不限,杭州,"“年度13薪,高速发展,季度奖金,定期篮球”",1508342400,,
技术,后端开发,Ruby,Ruby开发工程师,上海誉渡,15,2017/11/7 0:00,1, 本科,上海,"“专业培训,股票期权”",1509984000,,
技术,后端开发,Ruby,Ruby/Rails 高级工程师,立返利,15,2017/11/8 16:47,1, 本科,北京,"“邻近地铁,不加班,弹性工作,零食随便吃”",1510130820,,
技术,后端开发,Ruby,ruby开发工程师,summer校园,15,2017/11/8 12:16,1, 本科,北京,"“五险一金,团建活动,领导nic”",1510114560,,
技术,人工智能,自然语言处理,自然语言处理,360,25,2017/11/8 11:21,3, 本科,北京,“股票 保险 免费3餐”,1510111260,,
技术,人工智能,自然语言处理,自然语言处理,普强信息,15,2017/11/8 11:32,0, 本科,北京,"“北京户口,年底双薪,下午茶,体检和旅游”",1510111920,,
技术,人工智能,自然语言处理,自然语言处理,滴滴出行,20,2017/11/8 14:48,3, 本科,杭州,“六险一金，即将上市”,1510123680,,
技术,人工智能,自然语言处理,自然语言处理工程师,江村市隐,20,2017/11/8 15:58,3, 硕士,上海,"“福利完善,试用全薪”",1510127880,,
技术,人工智能,自然语言处理,自然语言处理,智慧芽,15,2017/11/6 0:00,1, 本科,苏州,“行业前景广阔；老板NICE；弹性工作时间”,1509897600,,
技术,人工智能,自然语言处理,自然语言处理,美团点评,30,2017/11/8 0:05,3, 本科,北京,"“超值期权,爆发机会,丰厚福利”",1510070700,,
技术,人工智能,自然语言处理,自然语言处理科学家/工程师（NLP）,京东金融,25,2017/11/8 16:22,0, 博士,北京,“牛人团队 氛围浓厚 多业务场景落地”,1510129320,,
技术,人工智能,自然语言处理,AI技术专家-自然语言处理方向,金蝶,25,2017/11/8 10:10,5, 本科,深圳,“公司高速发展 重要职位 待遇好 平台好”,1510107000,,
技术,人工智能,自然语言处理,自然语言处理工程师,泛微,30,2017/11/8 18:29,3, 本科,上海,"“绩效奖金,上市公司,三餐福利,半年调薪”",1510136940,,
技术,人工智能,自然语言处理,自然语言处理,Udesk－企业级智能客服平台,30,2017/11/8 9:17,5, 硕士,北京,"“团队强悍,待遇丰厚,数据规模,场景明确”",1510103820,,
技术,人工智能,自然语言处理,自然语言处理工程师,广州棒谷网络科技有限公司,12,2017/11/8 9:15,1, 硕士,广州,"“NLP,人工智能”",1510103700,,
技术,人工智能,自然语言处理,NLP,时光网-Mtime,30,2017/11/8 10:52,5, 硕士,北京,"“七险一金,弹性工时,行业大牛,综合补贴”",1510109520,,
技术,人工智能,自然语言处理,自然语言处理,爱狄特,20,2017/11/8 17:25,3, 硕士,北京,“六险一金，带薪年假，绩效奖金”,1510133100,,
技术,人工智能,自然语言处理,自然语言处理工程师,美柚,10,2017/11/8 14:40,1, 硕士,厦门,"“开放,大团队,专业,技术分享”",1510123200,,
技术,人工智能,自然语言处理,自然语言处理工程师,丝路天地,15,2017/11/8 9:39,1, 本科,深圳,"“周末双休,五险一金”",1510105140,,
技术,人工智能,自然语言处理,自然语言处理工程师,360,20,2017/10/30 0:00,5, 本科,北京,“奖金 食堂 班车 健身房”,1509292800,,
技术,人工智能,自然语言处理,NLP工程师,智慧芽,15,2017/11/6 0:00,1, 本科,苏州,"“NLP,算法工程师”",1509897600,,
技术,人工智能,自然语言处理,自然语言处理（资深 或 专家）,美团点评,35,2017/11/8 0:05,1, 硕士,北京,"“超值期权,带薪年假,补充商险,大牛团队”",1510070700,,
技术,人工智能,自然语言处理,NLP（自然语言处理）,Udesk－企业级智能客服平台,15,2017/11/8 13:35,3, 本科,北京,"“技术大牛,晋升机会多,SaaS,领导好”",1510119300,,
技术,人工智能,自然语言处理,自然语言处理工程师,泛微,25,2017/11/8 9:14,3, 硕士,上海,"“五险一金,免费三餐,员工旅游,生日福利”",1510103640,,
技术,人工智能,自然语言处理,自然语言处理,普强信息,25,2017/11/7 0:00,0, 不限,北京,"“北京户口,语音识别,深度学习,机器学习”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理,阡寻,10,2017/11/8 15:41,1, 硕士,长沙,"“五险一金,交通补助,午餐补助,年终奖”",1510126860,,
技术,人工智能,自然语言处理,自然语言处理工程师,深圳非凡之星网络科技有限公司,20,2017/11/8 17:01,1, 本科,深圳,"“周末双休,员工下午茶,五险一金”",1510131660,,
技术,人工智能,自然语言处理,自然语言处理工程师,汽车之家,20,2017/11/8 15:32,3, 硕士,北京,“上市公司，福利好，待遇好”,1510126320,,
技术,人工智能,自然语言处理,自然语言处理工程师,国美互联网,20,2017/11/7 0:00,1, 本科,北京,"“五险一金,弹性工作日”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理工程师,逸途科技,35,2017/11/7 0:00,0, 硕士,北京,"“免费水果,免费健身,定期团建,五险一金”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理工程师,颐圣智能,15,2017/11/8 10:25,3, 硕士,北京,"“扁平化管理,五险一金,公司氛围好,晋升空间大”",1510107900,,
技术,人工智能,自然语言处理,架构师-NLP自然语言处理,金蝶,20,2017/11/7 0:00,5, 本科,深圳,“战略产品前期骨干”,1509984000,,
技术,人工智能,自然语言处理,自然语言处理工程师,思必驰科技,15,2017/11/7 0:00,1, 硕士,苏州,“人工智能团队，阿里投资背景”,1509984000,,
技术,人工智能,自然语言处理,NLP研究员,华卓科技,10,2017/11/8 10:05,0, 博士,杭州,"“NLP,浙大系,带薪年假,五险一金”",1510106700,,
技术,人工智能,自然语言处理,自然语言处理工程师,泛微,20,2017/11/8 9:18,1, 硕士,上海,"“半年调薪,福利待遇佳,免费三餐”",1510103880,,
技术,人工智能,自然语言处理,NLP工程师,逸途科技,20,2017/11/7 0:00,1, 硕士,北京,"“发展前景,薪酬福利,牛B团队”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理工程师,汽车之家,20,2017/11/8 15:32,3, 硕士,北京,“上市公司，技术氛围浓，工作环境棒~”,1510126320,,
技术,人工智能,自然语言处理,NLP自然语言处理工程师,智慧芽,20,2017/11/6 0:00,0, 博士,上海,“弹性工作 全额社保公积金 医疗保险”,1509897600,,
技术,人工智能,自然语言处理,自然语言处理算法工程师,360,20,2017/11/8 11:21,1, 硕士,北京,“五险一金 免费三餐 长期激励”,1510111260,,
技术,人工智能,自然语言处理,NLP工程师,复星金服,10,2017/11/8 9:35,3, 本科,上海,"“国际平台,大牛云集,补充公积金,包三餐”",1510104900,,
技术,人工智能,自然语言处理,自然语言处理工程师,网龙网络有限公司,15,2017/11/8 8:51,1, 硕士,苏州,"“薪资福利好,办公环境好,晋升机制好,技术牛人多”",1510102260,,
技术,人工智能,自然语言处理,算法工程师－NLP自然语言处理,阿西莫夫,20,2017/11/7 0:00,3, 硕士,深圳,“在最高视野为智能机器人赋予人性的交互”,1509984000,,
技术,人工智能,自然语言处理,自然语言处理研究员,思必驰科技,15,2017/11/7 0:00,1, 硕士,苏州,“国内一流语音技术团队，阿里投资背景”,1509984000,,
技术,人工智能,自然语言处理,自然语言NLP处理工程师,探知数据,15,2017/11/8 17:36,1, 本科,上海,"“股权期权,周末双休,弹性工作,技术团队牛”",1510133760,,
技术,人工智能,自然语言处理,NLP工程师,阿博茨科技,12,2017/11/8 14:15,1, 本科,武汉,"“人工智能,大数据,互联网科技,金融”",1510121700,,
技术,人工智能,自然语言处理,自然语言处理工程师,小米,18,2017/11/8 9:40,3, 本科,北京,"“期权激励,技术核心”",1510105200,,
技术,人工智能,自然语言处理,自然语言处理工程师,誉存科技,8,2017/11/7 0:00,3, 本科,重庆,"“学习系统化,行业前三,培养系统化,高激励”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理/机器学习研究员,爱奇艺,20,2017/11/8 9:48,3, 本科,北京,“技术氛围好、海量数据和请求、前景光明”,1510105680,,
技术,人工智能,自然语言处理,自然语言处理工程师,泰迪智慧,12,2017/11/8 11:20,3, 硕士,武汉,“五险一金，弹性工作，期权”,1510111200,,
技术,人工智能,自然语言处理,自然语言处理工程师,泛微,20,2017/11/8 9:14,1, 硕士,上海,"“五险一金,免费三餐,员工旅游,生日福利”",1510103640,,
技术,人工智能,自然语言处理,NLP工程师,信和财富,10,2017/11/7 0:00,0, 本科,北京,"“晋升空间大,领导nic”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理,APUS Group,25,2017/11/7 0:00,3, 本科,北京,"“快速发展,技术大牛”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理工程师,文创清科,15,2017/11/7 0:00,3, 本科,成都,"“六险一金,BAT团队,最低14薪,弹性时间”",1509984000,,
技术,人工智能,自然语言处理,自然语言处理,爱狄特,20,2017/11/8 17:26,3, 本科,北京,“六险一金，带薪年假，绩效奖金”,1510133160,,
技术,人工智能,自然语言处理,NLP工程师,Rokid,20,2017/11/8 12:50,3, 本科,杭州,"“人工智能,出国机会,股票期权,接触大牛”",1510116600,,
技术,人工智能,自然语言处理,NLP研发工程师,妙健康,20,2017/11/8 11:25,1, 本科,北京,"“六险一金,福利健全,发展平台广,技术氛围好”",1510111500,,
技术,人工智能,自然语言处理,自然语言处理研发工程师,达西科技,15,2017/11/8 9:42,1, 本科,杭州,"“晋升空间,需求驱动,五险一金,双休”",1510105320,,
技术,人工智能,自然语言处理,自然语言处理工程师,51Talk 无忧英语,25,2017/11/8 9:48,3, 本科,深圳,“美国上市 晋升空间大 老板好 氛围好”,1510105680,,
技术,人工智能,自然语言处理,自然语言处理工程师,诺奚信息技术有限公司,15,2017/11/8 9:52,1, 本科,上海,"“扁平化处理,公司氛围好,技术先驱”",1510105920,,
技术,人工智能,自然语言处理,MIG06-自然语言处理研究员（深圳）,腾讯,18,2017/11/8 9:28,3, 本科,深圳,"“大平台,新领域,大咖多”",1510104480,,
技术,人工智能,自然语言处理,自然语言处理,喜马拉雅,20,2017/11/7 0:00,1, 本科,上海,“音频独角兽，弹性工作，发展平台、年终奖金”,1509984000,,
技术,人工智能,自然语言处理,自然语言处理工程师,源杉FIR.ai,20,2017/11/7 0:00,3, 硕士,上海,"“人工智能,深度学习,股权激励,大牛团队”",1509984000,,
