Job_name,class_one,class_two,class_three,job_company,low_salary,low _year,job_edu,job_area,second_time
C#開發工程師,技术,后端开发,C#,鉅億科技,8,3, 本科,深圳,1509984000
C#/.net开发工程师,技术,后端开发,C#,成都国铁电气设备有限公司,6,3, 本科,成都,1509984000
VS/.NET/C# Engineer ERP开发,技术,后端开发,C#,维塔士,10,3, 不限,上海,1509897600
C#高级软件工程师,技术,后端开发,C#,大千,13,5, 本科,武汉,1509638400
C#服务端开发工程师,技术,后端开发,C#,广州游爱,6,1, 本科,广州,1510109280
C#软件开发工程师（中级）,技术,后端开发,C#,Nova科技,10,3, 本科,西安,1509897600
C#工程师,技术,后端开发,C#,汉鼎,8,1, 大专,长沙,1509897600
c#开发程序员,技术,后端开发,C#,天津九博科技有限公司,4,1, 不限,天津,1509984000
C#软件工程师,技术,后端开发,C#,思必达,6,1, 大专,广州,1509897600
C#开发工程师,技术,后端开发,C#,品智科技,6,3, 大专,石家庄,1508947200
C#系统分析员,技术,后端开发,C#,招商国际信息,10,5, 本科,深圳,1510103640
C#软件开发工程师（初级）,技术,后端开发,C#,Nova科技,8,1, 本科,西安,1509897600
c#开发工程师,技术,后端开发,C#,缤果盒子,16,3, 本科,北京,1510128060
C#开发工程师,技术,后端开发,C#,杉石,6,1, 本科,西安,1510102260
C#中高级软件工程师,技术,后端开发,C#,广电运通,8,3, 本科,福州,1508256000
.net C# 开发工程师 Developer,技术,后端开发,C#,文思海辉,15,5, 本科,深圳,1507737600
C#,技术,后端开发,C#,天喻软件,8,0, 本科,武汉,1510130340
c#工程师,技术,后端开发,C#,根网科技,10,3, 本科,北京,1509897600
C#(.NET)软件工程师,技术,后端开发,C#,太原向明智控,5,3, 本科,太原,1509897600
C#高级工程师,技术,后端开发,C#,乐易网络,20,3, 本科,深圳,1510105620
C#开发工程师,技术,后端开发,C#,博超,8,1, 大专,武汉,1510104960
C#高级开发工程师-银行软件,技术,后端开发,C#,译会科技,6,1, 本科,上海,1509984000
高级C#开发工程师,技术,后端开发,C#,上海你我贷互联网金融信息服务,15,5, 本科,上海,1509552000
C#开发工程师,技术,后端开发,C#,山东布图,5,1, 大专,济南,1509465600
C#开发工程师,技术,后端开发,C#,品智科技,6,3, 大专,石家庄,1508947200
.net/c#开发工程师,技术,后端开发,C#,陕西联兴,6,1, 本科,西安,1509984000
C#开发程序员,技术,后端开发,C#,儒墨科技,8,1, 本科,洛阳,1509897600
C#/.net工程师,技术,后端开发,C#,宁波远望谷,6,0, 本科,宁波,1509552000
c#/.net,技术,后端开发,C#,趣旅网,10,3, 大专,深圳,1510121880
【北京】（编号202）Java/C#开发工程师,技术,后端开发,C#,ThoughtWorks,15,5, 本科,北京,1509984000
c#工程师,技术,后端开发,C#,郑州秒赞,5,1, 大专,郑州,1509897600
Net (C#) 工程师,技术,后端开发,C#,岂微,6,1, 本科,福州,1509465600
C#/.NET软件开发工程师,技术,后端开发,C#,新宝电器,6,1, 大专,佛山,1507478400
C#开发工程师,技术,后端开发,C#,华云信息,12,3, 大专,深圳,1509897600
C#高级程序员,技术,后端开发,C#,斯普林,8,5, 大专,长沙,1510105200
C#高级开发工程师,技术,后端开发,C#,北京四中网校,10,3, 本科,北京,1510105200
C#软件工程师,技术,后端开发,C#,捷控电子,10,1, 大专,广州,1509724800
.NET开发（C#）,技术,后端开发,C#,司空云工厂,7,1, 大专,广州,1509638400
C#/.NET工程师,技术,后端开发,C#,哈哈约车,4,0, 不限,德州,1509552000
【北京】（编号102）Java/C#开发工程师,技术,后端开发,C#,ThoughtWorks,15,3, 不限,北京,1509984000
C#开发工程师,技术,后端开发,C#,卡凡,8,1, 本科,上海,1509897600
.net（C#）开发工程师,技术,后端开发,C#,创世跬科,7,1, 不限,东莞,1510070400
c#中级软件开发工程师,技术,后端开发,C#,广电运通,8,1, 大专,广州,1508256000
.NET/C#软件工程师,技术,后端开发,C#,郑州威邦科技,6,1, 大专,郑州,1510130880
C#软件开发工程师,技术,后端开发,C#,宝康电子,8,3, 本科,上海,1510120200
.NET（或C#）软件工程师,技术,后端开发,C#,逐浪软件,5,0, 大专,南昌,1509897600
C# 开发工程师,技术,后端开发,C#,金智教育,10,5, 大专,南京,1509897600
C#开发工程师,技术,后端开发,C#,包谷（厦门）科技有限公司,10,1, 大专,厦门,1508688000
C#开发工程师,技术,后端开发,C#,赞同科技,6,1, 大专,广州,1509897600
C#软件开发工程师,技术,后端开发,C#,易隆软件,5,1, 大专,惠州,1509033600
C#开发,技术,后端开发,C#,铭睿,5,1, 本科,大连,1508947200
.net/c#开发工程师,技术,后端开发,C#,陕西联兴,6,1, 大专,西安,1509984000
C#开发工程师,技术,后端开发,C#,黑格科技,9,1, 本科,广州,1509897600
C# .net,技术,后端开发,C#,广州碧软,8,3, 本科,大连,1508256000
.NET,技术,后端开发,.NET,资质管家,8,1, 本科,北京,1509984000
.net开发工程师,技术,后端开发,.NET,武汉佰钧成技术有限公司,8,3, 大专,福州,1510105320
.NET,技术,后端开发,.NET,北京盛安德,8,1, 本科,重庆,1510133820
.net工程师,技术,后端开发,.NET,汇金智融,9,3, 本科,深圳,1510101900
.NET软件工程师,技术,后端开发,.NET,新的美地,10,5, 大专,广州,1510102860
.net开发,技术,后端开发,.NET,南昌华炎软件有限公司,4,3, 大专,南昌,1510123740
.NET软件开发工程师,技术,后端开发,.NET,杭州伊柯夫,6,1, 本科,石家庄,1510104240
.Net研发工程师,技术,后端开发,.NET,正航软件,4,1, 本科,厦门,1510136580
.net工程师,技术,后端开发,.NET,三优亲子,8,5, 大专,广州,1510126260
.net工程师,技术,后端开发,.NET,小微时贷,6,1, 本科,福州,1510113300
.net开发工程师,技术,后端开发,.NET,科大讯飞,10,1, 本科,合肥,1510111980
.NET程序员,技术,后端开发,.NET,天金加银集团,5,1, 大专,天津,1509984000
.net开发工程师,技术,后端开发,.NET,游戏啦,7,1, 大专,郑州,1510119300
.Net工程师,技术,后端开发,.NET,佳锐科技,12,3, 大专,上海,1510108440
.net开发工程师,技术,后端开发,.NET,雁联计算,9,3, 大专,深圳,1510106760
.NET,技术,后端开发,.NET,资质管家,8,0, 本科,北京,1509984000
.net开发,技术,后端开发,.NET,武汉佰钧成技术有限公司,12,3, 大专,广州,1510105320
.Net开发工程师,技术,后端开发,.NET,佳锐科技,12,3, 大专,上海,1510108440
.NET软件开发工程师,技术,后端开发,.NET,杭州伊柯夫,6,1, 本科,武汉,1510134360
.net开发,技术,后端开发,.NET,汇金智融,8,3, 本科,深圳,1509984000
.net开发,技术,后端开发,.NET,知网,5,0, 本科,杭州,1510132080
.net开发,技术,后端开发,.NET,广东道一,8,1, 大专,广州,1509984000
.NET开发工程师,技术,后端开发,.NET,客至软件,8,1, 本科,南京,1510131780
.net工程师,技术,后端开发,.NET,智之美,6,1, 不限,广州,1510129080
.net软件工程师,技术,后端开发,.NET,房搜搜,6,1, 大专,武汉,1510108140
.NET 工程师,技术,后端开发,.NET,南京博管,4,1, 不限,南京,1509984000
.net开发工程师,技术,后端开发,.NET,广州洲聚,10,1, 大专,广州,1510136760
.NET软件开发工程师,技术,后端开发,.NET,慧扬健康,10,0, 本科,广州,1510111860
.net工程师,技术,后端开发,.NET,递易,12,1, 本科,上海,1510105020
.net工程师,技术,后端开发,.NET,广西优居,6,1, 不限,南宁,1509984000
.net开发工程师,技术,后端开发,.NET,资质管家,8,1, 本科,北京,1510120740
.Net开发工程师,技术,后端开发,.NET,武汉佰钧成技术有限公司,9,1, 本科,武汉,1509984000
.NET,技术,后端开发,.NET,明天医网科技,7,1, 大专,杭州,1510105680
.net工程师,技术,后端开发,.NET,递易,10,1, 本科,上海,1510105020
.Net研发工程师,技术,后端开发,.NET,思源时代,8,3, 大专,成都,1510105680
.NET研发工程师,技术,后端开发,.NET,知网,5,1, 本科,广州,1509984000
.net开发工程师,技术,后端开发,.NET,新维保,10,1, 大专,苏州,1510135500
.net工程师,技术,后端开发,.NET,博宇晟佳,6,1, 大专,深圳,1510130520
VS/.NET/C# Engine,技术,后端开发,.NET,维塔士,10,0, 大专,成都,1510123320
.NET,技术,后端开发,.NET,东莞蛛网,5,1, 大专,东莞,1510114140
.net开发工程师,技术,后端开发,.NET,KM男装,8,1, 大专,广州,1509984000
.Net工程师,技术,后端开发,.NET,准动网络科技,10,3, 本科,厦门,1509984000
.NET开发工程师,技术,后端开发,.NET,百图科技,9,1, 大专,杭州,1509984000
.NET开发工程师,技术,后端开发,.NET,上海钢银,13,3, 本科,上海,1510129140
.net开发工程师,技术,后端开发,.NET,小站教育,10,3, 本科,上海,1510105920
.net软件工程师,技术,后端开发,.NET,资质管家,8,1, 大专,北京,1510133640
.net工程师,技术,后端开发,.NET,武汉佰钧成技术有限公司,6,1, 本科,广州,1510124400
.net开发,技术,后端开发,.NET,乔客云数据,5,1, 大专,无锡,1510105500
.net开发工程师,技术,后端开发,.NET,白富美,10,3, 大专,深圳,1510107060
.Net软件开发工程师,技术,后端开发,.NET,博晟安全,8,3, 大专,武汉,1509984000
高级.net开发,技术,后端开发,.NET,CLPS,13,5, 本科,成都,1510121520
.Net开发工程师,技术,后端开发,.NET,上海达欧百希特,8,3, 本科,上海,1509897600
.Net开发工程师,技术,后端开发,.NET,途虎养车网,10,3, 本科,上海,1510132260
.NET,技术,后端开发,.NET,健培,9,0, 不限,杭州,1510120020
.NET,技术,后端开发,.NET,浙江远图互联科技股份有限公司,10,1, 本科,重庆,1510109640
.net工程师,技术,后端开发,.NET,汇金智融,10,3, 本科,深圳,1510105740
.NET软件开发工程师,技术,后端开发,.NET,图航科技,6,1, 本科,北京,1510129980
.NET开发工程师,技术,后端开发,.NET,多赋信息,13,3, 大专,上海,1510106880
.net开发工程师,技术,后端开发,.NET,凤翮正道,15,5, 本科,杭州,1510104780
.net开发工程师,技术,后端开发,.NET,一点金库,12,3, 本科,杭州,1509984000
.NET,技术,后端开发,.NET,资质管家,8,0, 不限,北京,1509984000
.net开发工程师,技术,后端开发,.NET,武汉佰钧成技术有限公司,6,0, 大专,广州,1509897600
.NET开发工程师（急招）,技术,后端开发,.NET,农信互联,8,0, 大专,厦门,1510143600
.Net开发工程师,技术,后端开发,.NET,班凯信息,10,3, 大专,上海,1510108620
.net开发,技术,后端开发,.NET,广州碧软,15,1, 大专,沈阳,1509552000
.NET 开发工程师,技术,后端开发,.NET,众时科技,8,3, 大专,广州,1510115160
.NET开发工程师-上海-00311,技术,后端开发,.NET,领健信息,12,1, 本科,上海,1510105500
.net软件工程师,技术,后端开发,.NET,格林豪泰,10,1, 本科,上海,1509984000
.NET,技术,后端开发,.NET,生意专家,18,0, 本科,上海,1510145400
.NET开发工程师,技术,后端开发,.NET,上海青客,15,3, 本科,上海,1510110720
.NET,技术,后端开发,.NET,浙江远图互联科技股份有限公司,10,1, 本科,武汉,1510109640
.net工程师,技术,后端开发,.NET,天方达健信科技,8,1, 大专,深圳,1510107360
.NET开发工程师,技术,后端开发,.NET,蓝盾信息安全技术股份有限公司,8,3, 不限,广州,1509984000
.NET工程师,技术,后端开发,.NET,绿晶信息科技,6,1, 大专,广州,1509984000
.NET研发技术工程师,技术,后端开发,.NET,知网,4,0, 本科,上海,1509984000
高级java开发工程师/专家/高级专家,技术,后端开发,Java,蚂蚁金服集团,20,0, 本科,成都,1509292800
JAVA开发工程师,技术,后端开发,Java,贝米钱包,15,0, 本科,上海,1510130040
Java开发工程师,技术,后端开发,Java,拉勾网,15,3, 本科,北京,1510107960
JAVA,技术,后端开发,Java,曙奇互娱,13,3, 本科,上海,1510125540
Java开发,技术,后端开发,Java,泛微,13,1, 本科,上海,1510109160
Java开发工程师,技术,后端开发,Java,中金支付有限公司,10,1, 本科,北京,1509552000
Java开发,技术,后端开发,Java,灿福科技,12,3, 本科,上海,1510137360
java开发工程师,技术,后端开发,Java,小米,18,3, 本科,北京,1510135320
Java研发,技术,后端开发,Java,上海宏鹿信息技术服务有限公司,15,3, 本科,上海,1510138560
Java开发工程师,技术,后端开发,Java,有鱼金融科技,16,3, 本科,上海,1510102620
java开发工程师,技术,后端开发,Java,尚德机构,15,3, 本科,武汉,1510119000
Java开发工程师,技术,后端开发,Java,CLPS,14,3, 本科,广州,1510132440
Java工程师,技术,后端开发,Java,洋钱罐,10,1, 硕士,北京,1510133940
Java研发工程师,技术,后端开发,Java,51社保网,12,3, 本科,北京,1510127820
Java开发,技术,后端开发,Java,文思海辉,10,3, 大专,杭州,1510126140
Java工程师,技术,后端开发,Java,拉勾网,15,3, 本科,北京,1509897600
Java,技术,后端开发,Java,泛微,12,3, 大专,上海,1510109160
JAVA开发工程师,技术,后端开发,Java,尚德机构,15,1, 本科,武汉,1510112280
Java工程师,技术,后端开发,Java,洋钱罐,10,1, 本科,北京,1510133820
JAVA开发工程师,技术,后端开发,Java,文思海辉,15,5, 本科,北京,1510122480
Java,技术,后端开发,Java,壹米滴答,15,5, 大专,上海,1510101480
Java开发工程师,技术,后端开发,Java,链家上海研发中心,14,3, 本科,上海,1509984000
JAVA工程师,技术,后端开发,Java,桔子分期,8,3, 本科,大连,1510136640
Java开发工程师,技术,后端开发,Java,上海你我贷互联网金融信息服务,18,3, 本科,上海,1510128540
JAVA工程师,技术,后端开发,Java,51社保网,18,5, 本科,北京,1510127820
Java,技术,后端开发,Java,乐天创研,21,3, 本科,上海,1510104360
Java工程师,技术,后端开发,Java,ENJOY,15,1, 本科,北京,1510124640
Java开发工程师,技术,后端开发,Java,趣丸,8,1, 本科,广州,1510121400
java开发工程师,技术,后端开发,Java,京东商城,15,3, 本科,北京,1510120860
JAVA,技术,后端开发,Java,大众出行,15,3, 本科,上海,1510112340
Java工程师,技术,后端开发,Java,拉勾网,15,5, 本科,北京,1509897600
java开发,技术,后端开发,Java,泛微,12,1, 本科,上海,1510109160
JAVA开发工程师,技术,后端开发,Java,尚德机构,10,3, 本科,北京,1510122720
Java开发工程师,技术,后端开发,Java,51社保网,18,5, 本科,北京,1510127820
Java开发工程师,技术,后端开发,Java,乐天创研,10,3, 本科,大连,1510104360
Java开发工程师,技术,后端开发,Java,链家上海研发中心,15,3, 本科,上海,1509984000
Java开发工程师,技术,后端开发,Java,开科唯识,7,1, 本科,佛山,1510111080
Java,技术,后端开发,Java,浙江执御信息技术有限公司,15,3, 大专,杭州,1510103460
Java开发,技术,后端开发,Java,有鱼金融科技,15,3, 本科,上海,1510103220
Java,技术,后端开发,Java,壹米滴答,15,3, 本科,上海,1510101480
java开发工程师,技术,后端开发,Java,金证股份,7,3, 本科,上海,1510123200
Java开发工程师,技术,后端开发,Java,趣丸,8,1, 本科,广州,1510121640
Java开发工程师,技术,后端开发,Java,江苏亿科达,10,3, 大专,上海,1510105260
Java开发工程师,技术,后端开发,Java,zilliz,15,3, 本科,上海,1510103820
Java开发工程师,技术,后端开发,Java,360,15,3, 本科,北京,1508256000
ruby开发工程师,技术,后端开发,Ruby,360企业安全,15,3, 不限,北京,1510134060
Ruby开发工程师,技术,后端开发,Ruby,Udesk－企业级智能客服平台,10,1, 本科,北京,1510119300
Ruby 开发,技术,后端开发,Ruby,新希望软件,9,1, 本科,宁波,1510119420
Ruby,技术,后端开发,Ruby,北京盛安德,10,3, 本科,苏州,1510133820
Ruby开发工程师,技术,后端开发,Ruby,新氧盒子,20,1, 本科,北京,1510105020
Ruby,技术,后端开发,Ruby,中电博亚,15,3, 本科,杭州,1510107480
Ruby开发工程师,技术,后端开发,Ruby,tap4fun,15,0, 本科,成都,1510105440
Ruby开发工程师,技术,后端开发,Ruby,机智云,8,1, 大专,广州,1510110120
Ruby 工程师,技术,后端开发,Ruby,无二之旅,12,0, 本科,北京,1510109820
高级ruby开发工程师,技术,后端开发,Ruby,掌门集团,15,3, 本科,上海,1510107780
Ruby 工程师,技术,后端开发,Ruby,Strikingly,15,0, 不限,上海,1510110600
Ruby开发工程师,技术,后端开发,Ruby,金山办公软件,15,0, 大专,珠海,1509897600
Ruby 开发工程师,技术,后端开发,Ruby,智慧工场,9,1, 大专,成都,1509897600
资深Ruby工程师,技术,后端开发,Ruby,英语流利说,20,3, 本科,上海,1509897600
Ruby开发工程师,技术,后端开发,Ruby,脚印数据,15,3, 大专,深圳,1509897600
Ruby,技术,后端开发,Ruby,北京盛安德,10,3, 本科,武汉,1510133820
Ruby,技术,后端开发,Ruby,Udesk－企业级智能客服平台,10,1, 本科,北京,1510103820
Ruby 工程师,技术,后端开发,Ruby,掌门集团,15,3, 本科,上海,1509897600
Ruby 工程师,技术,后端开发,Ruby,悠安致,10,1, 本科,上海,1509984000
Ruby工程师,技术,后端开发,Ruby,英语流利说,15,0, 本科,上海,1509897600
Ruby工程师,技术,后端开发,Ruby,磁土科技,12,3, 不限,北京,1509897600
Ruby 工程师,技术,后端开发,Ruby,金数据,12,3, 不限,西安,1510111800
Ruby开发工程师,技术,后端开发,Ruby,LinkFace,12,1, 本科,北京,1509638400
Ruby工程师,技术,后端开发,Ruby,INK 银客集团,18,5, 本科,北京,1509897600
Ruby,技术,后端开发,Ruby,一闪,15,0, 不限,北京,1510117140
Ruby工程师,技术,后端开发,Ruby,薄荷,15,1, 本科,上海,1509984000
Java/Ruby/C# 应用软件开发工程师,技术,后端开发,Ruby,ThoughtWorks,9,1, 不限,西安,1510110360
Ruby开发工程师,技术,后端开发,Ruby,友好速搭,10,1, 不限,深圳,1508947200
资深 Ruby 工程师,技术,后端开发,Ruby,无二之旅,18,0, 不限,北京,1510109820
Ruby工程师,技术,后端开发,Ruby,盖娅互娱,10,0, 不限,北京,1510108380
Ruby,技术,后端开发,Ruby,北京盛安德,15,5, 本科,上海,1510133820
ruby初级工程师,技术,后端开发,Ruby,Udesk－企业级智能客服平台,5,1, 本科,北京,1510119300
软件开发工程师（ruby）,技术,后端开发,Ruby,INK 银客集团,15,3, 本科,北京,1509897600
资深Ruby工程师,技术,后端开发,Ruby,简书,20,5, 本科,上海,1510108260
Ruby工程师,技术,后端开发,Ruby,GrowingIO,25,1, 本科,北京,1509984000
Ruby/Rails开发工程师,技术,后端开发,Ruby,爱燃烧,10,1, 不限,上海,1510107000
初级Ruby工程师,技术,后端开发,Ruby,盖娅互娱,7,0, 不限,北京,1510108380
Ruby,技术,后端开发,Ruby,SenseTime,18,1, 本科,北京,1509897600
Ruby工程师-平台架构方向,技术,后端开发,Ruby,大鱼自助游,15,3, 本科,北京,1509897600
Ruby开发工程师,技术,后端开发,Ruby,两把刷子,15,0, 大专,北京,1508515200
Ruby,技术,后端开发,Ruby,Kdan Mobile,9,1, 本科,长沙,1509379200
Ruby高级工程师,技术,后端开发,Ruby,一闪,25,0, 不限,北京,1510117140
Ruby开发工程师,技术,后端开发,Ruby,土拨鼠,5,1, 本科,南京,1510106460
Ruby开发工程师,技术,后端开发,Ruby,国翰能源,4,1, 大专,重庆,1509897600
初中级Ruby开发工程师,技术,后端开发,Ruby,爱乐奇,10,1, 本科,上海,1508428800
Ruby,技术,后端开发,Ruby,北京盛安德,10,3, 本科,武汉,1510133820
Ruby助理工程师,技术,后端开发,Ruby,Udesk－企业级智能客服平台,8,0, 本科,北京,1510103820
Ruby工程师(初级),技术,后端开发,Ruby,大鱼自助游,10,1, 本科,北京,1509897600
高级Ruby开发工程师,技术,后端开发,Ruby,爱乐奇,15,5, 本科,上海,1508428800
Ruby 中高级工程师 / 全栈工程师,技术,后端开发,Ruby,磁土科技,12,3, 不限,北京,1509897600
Ruby开发工程师,技术,后端开发,Ruby,飞诊,10,1, 本科,上海,1510126560
资深Java web/Ruby开发,技术,后端开发,Ruby,FreeWheel,20,3, 本科,北京,1509379200
Ruby后端开发工程师,技术,后端开发,Ruby,致维网络,10,3, 本科,上海,1510104960
Ruby研发工程师,技术,后端开发,Ruby,Lankr,10,1, 不限,上海,1509897600
Ruby 开发工程师 （5人）,技术,后端开发,Ruby,MDPI,8,1, 本科,武汉,1509897600
Ruby 工程师,技术,后端开发,Ruby,多点科技,15,3, 本科,北京,1510104720
Ruby工程师,技术,后端开发,Ruby,Dunkhome当客,12,1, 不限,杭州,1508342400
Ruby开发工程师,技术,后端开发,Ruby,上海誉渡,15,1, 本科,上海,1509984000
Ruby/Rails 高级工程师,技术,后端开发,Ruby,立返利,15,1, 本科,北京,1510130820
ruby开发工程师,技术,后端开发,Ruby,summer校园,15,1, 本科,北京,1510114560
自然语言处理,技术,人工智能,自然语言处理,360,25,3, 本科,北京,1510111260
自然语言处理,技术,人工智能,自然语言处理,普强信息,15,0, 本科,北京,1510111920
自然语言处理,技术,人工智能,自然语言处理,滴滴出行,20,3, 本科,杭州,1510123680
自然语言处理工程师,技术,人工智能,自然语言处理,江村市隐,20,3, 硕士,上海,1510127880
自然语言处理,技术,人工智能,自然语言处理,智慧芽,15,1, 本科,苏州,1509897600
自然语言处理,技术,人工智能,自然语言处理,美团点评,30,3, 本科,北京,1510070700
自然语言处理科学家/工程师（NLP）,技术,人工智能,自然语言处理,京东金融,25,0, 博士,北京,1510129320
AI技术专家-自然语言处理方向,技术,人工智能,自然语言处理,金蝶,25,5, 本科,深圳,1510107000
自然语言处理工程师,技术,人工智能,自然语言处理,泛微,30,3, 本科,上海,1510136940
自然语言处理,技术,人工智能,自然语言处理,Udesk－企业级智能客服平台,30,5, 硕士,北京,1510103820
自然语言处理工程师,技术,人工智能,自然语言处理,广州棒谷网络科技有限公司,12,1, 硕士,广州,1510103700
NLP,技术,人工智能,自然语言处理,时光网-Mtime,30,5, 硕士,北京,1510109520
自然语言处理,技术,人工智能,自然语言处理,爱狄特,20,3, 硕士,北京,1510133100
自然语言处理工程师,技术,人工智能,自然语言处理,美柚,10,1, 硕士,厦门,1510123200
自然语言处理工程师,技术,人工智能,自然语言处理,丝路天地,15,1, 本科,深圳,1510105140
自然语言处理工程师,技术,人工智能,自然语言处理,360,20,5, 本科,北京,1509292800
NLP工程师,技术,人工智能,自然语言处理,智慧芽,15,1, 本科,苏州,1509897600
自然语言处理（资深 或 专家）,技术,人工智能,自然语言处理,美团点评,35,1, 硕士,北京,1510070700
NLP（自然语言处理）,技术,人工智能,自然语言处理,Udesk－企业级智能客服平台,15,3, 本科,北京,1510119300
自然语言处理工程师,技术,人工智能,自然语言处理,泛微,25,3, 硕士,上海,1510103640
自然语言处理,技术,人工智能,自然语言处理,普强信息,25,0, 不限,北京,1509984000
自然语言处理,技术,人工智能,自然语言处理,阡寻,10,1, 硕士,长沙,1510126860
自然语言处理工程师,技术,人工智能,自然语言处理,深圳非凡之星网络科技有限公司,20,1, 本科,深圳,1510131660
自然语言处理工程师,技术,人工智能,自然语言处理,汽车之家,20,3, 硕士,北京,1510126320
自然语言处理工程师,技术,人工智能,自然语言处理,国美互联网,20,1, 本科,北京,1509984000
自然语言处理工程师,技术,人工智能,自然语言处理,逸途科技,35,0, 硕士,北京,1509984000
自然语言处理工程师,技术,人工智能,自然语言处理,颐圣智能,15,3, 硕士,北京,1510107900
架构师-NLP自然语言处理,技术,人工智能,自然语言处理,金蝶,20,5, 本科,深圳,1509984000
自然语言处理工程师,技术,人工智能,自然语言处理,思必驰科技,15,1, 硕士,苏州,1509984000
NLP研究员,技术,人工智能,自然语言处理,华卓科技,10,0, 博士,杭州,1510106700
自然语言处理工程师,技术,人工智能,自然语言处理,泛微,20,1, 硕士,上海,1510103880
NLP工程师,技术,人工智能,自然语言处理,逸途科技,20,1, 硕士,北京,1509984000
自然语言处理工程师,技术,人工智能,自然语言处理,汽车之家,20,3, 硕士,北京,1510126320
NLP自然语言处理工程师,技术,人工智能,自然语言处理,智慧芽,20,0, 博士,上海,1509897600
自然语言处理算法工程师,技术,人工智能,自然语言处理,360,20,1, 硕士,北京,1510111260
NLP工程师,技术,人工智能,自然语言处理,复星金服,10,3, 本科,上海,1510104900
自然语言处理工程师,技术,人工智能,自然语言处理,网龙网络有限公司,15,1, 硕士,苏州,1510102260
算法工程师－NLP自然语言处理,技术,人工智能,自然语言处理,阿西莫夫,20,3, 硕士,深圳,1509984000
自然语言处理研究员,技术,人工智能,自然语言处理,思必驰科技,15,1, 硕士,苏州,1509984000
自然语言NLP处理工程师,技术,人工智能,自然语言处理,探知数据,15,1, 本科,上海,1510133760
NLP工程师,技术,人工智能,自然语言处理,阿博茨科技,12,1, 本科,武汉,1510121700
自然语言处理工程师,技术,人工智能,自然语言处理,小米,18,3, 本科,北京,1510105200
自然语言处理工程师,技术,人工智能,自然语言处理,誉存科技,8,3, 本科,重庆,1509984000
自然语言处理/机器学习研究员,技术,人工智能,自然语言处理,爱奇艺,20,3, 本科,北京,1510105680
自然语言处理工程师,技术,人工智能,自然语言处理,泰迪智慧,12,3, 硕士,武汉,1510111200
自然语言处理工程师,技术,人工智能,自然语言处理,泛微,20,1, 硕士,上海,1510103640
NLP工程师,技术,人工智能,自然语言处理,信和财富,10,0, 本科,北京,1509984000
自然语言处理,技术,人工智能,自然语言处理,APUS Group,25,3, 本科,北京,1509984000
自然语言处理工程师,技术,人工智能,自然语言处理,文创清科,15,3, 本科,成都,1509984000
自然语言处理,技术,人工智能,自然语言处理,爱狄特,20,3, 本科,北京,1510133160
NLP工程师,技术,人工智能,自然语言处理,Rokid,20,3, 本科,杭州,1510116600
NLP研发工程师,技术,人工智能,自然语言处理,妙健康,20,1, 本科,北京,1510111500
自然语言处理研发工程师,技术,人工智能,自然语言处理,达西科技,15,1, 本科,杭州,1510105320
自然语言处理工程师,技术,人工智能,自然语言处理,51Talk 无忧英语,25,3, 本科,深圳,1510105680
自然语言处理工程师,技术,人工智能,自然语言处理,诺奚信息技术有限公司,15,1, 本科,上海,1510105920
MIG06-自然语言处理研究员（深圳）,技术,人工智能,自然语言处理,腾讯,18,3, 本科,深圳,1510104480
自然语言处理,技术,人工智能,自然语言处理,喜马拉雅,20,1, 本科,上海,1509984000
自然语言处理工程师,技术,人工智能,自然语言处理,源杉FIR.ai,20,3, 硕士,上海,1509984000
自然语言处理,技术,人工智能,自然语言处理,爱奇艺,30,3, 硕士,北京,1509897600
自然语言处理工程师,技术,人工智能,自然语言处理,华樾教育,20,1, 硕士,北京,1510106520
测试,技术,测试,测试其它,泛微,6,1, 本科,上海,1510104000
测试开发,技术,测试,测试其它,360,25,5, 本科,北京,1509292800
软件测试,技术,测试,测试其它,文思海辉,10,3, 大专,杭州,1510126320
测试工程师,技术,测试,测试其它,屏芯科技,6,1, 本科,青岛,1510131960
测试工程师,技术,测试,测试其它,每日优鲜,10,3, 本科,北京,1510135620
软件测试,技术,测试,测试其它,新航动力,5,1, 大专,长沙,1510123500
测试工程师,技术,测试,测试其它,尚德机构,15,1, 本科,武汉,1510112580
测试工程师,技术,测试,测试其它,所思科技,15,3, 本科,北京,1510131660
测试工程师,技术,测试,测试其它,思源时代,4,3, 大专,郑州,1510112280
测试工程师,技术,测试,测试其它,第一视频,15,3, 本科,北京,1510129020
测试工程师,技术,测试,测试其它,天鸽互动,8,1, 本科,杭州,1510115100
测试工程师,技术,测试,测试其它,知坤科技,8,1, 大专,杭州,1510113780
测试工程师,技术,测试,测试其它,Hellobike哈罗单车,10,3, 大专,上海,1510107300
测试工程师,技术,测试,测试其它,雁联计算,7,1, 大专,重庆,1510112100
测试,技术,测试,测试其它,安徽机器猫,5,1, 大专,合肥,1510104360
测试,技术,测试,测试其它,泛微,6,1, 本科,上海,1510109160
测试工程师,技术,测试,测试其它,360,25,5, 本科,北京,1509292800
测试工程师,技术,测试,测试其它,尚德机构,10,1, 本科,武汉,1510118580
软件测试,技术,测试,测试其它,阿拉丁信息科技,8,3, 大专,杭州,1510105200
测试开发,技术,测试,测试其它,恒昌利通,20,5, 本科,北京,1510127820
测试工程师,技术,测试,测试其它,懒财网,20,3, 本科,杭州,1509984000
测试工程师,技术,测试,测试其它,家园网,10,1, 本科,北京,1510105560
